school_name,link,address,category,rating,last_report_date,urn,is_religious
Tayyibah Girls' School,/provider/27/100300,"88 Filey Avenue, Stamford Hill, London, N16 6JJ",Independent School,Good,16 May 2022,100300,False
Talmud Torah Yetev Lev,/provider/27/100289,"111-115 Cazenove Road, London, N16 6AX",Independent School,Inadequate,10 April 2024,100289,False
Jubilee Primary School,/provider/21/100253,"Filey Avenue, London, N16 6NR",Primary,Good,21 September 2022,100253,False
Simon Marks Jewish Primary School,/provider/21/100275,"75 Cazenove Road, Stoke Newington, Hackney, London, N16 6PD",Primary,Good,24 June 2024,100275,True
Oldhill Community School,/provider/21/100244,"Oldhill Street, Oldhill Community School, London, N16 6LR",Primary,Good,12 May 2023,100244,False
Beis Malka Girls' School,/provider/27/100295,"93 Alkham Road, London, N16 6XD",Independent School,Good,03 March 2020,100295,False
"Tawhid Boys School, Tawhid Educational Trust",/provider/27/132736,"Cazenove Road, London, London, N16 6PA",Independent School,Good,30 September 2022,132736,False
Talmud Torah Chaim Meirim Wiznitz School,/provider/27/100296,"26 Lampard Grove, London, N16 6XB",Independent School,Inadequate,26 September 2023,100296,False
Shacklewell Primary School,/provider/21/100241,"Shacklewell Row, Hackney, London, E8 2EA",Primary,Outstanding,03 May 2019,100241,False
TTD Gur School,/provider/27/138101,"17 Margaret Road, Stamford Hill, London, N16 6UX",Independent School,Inadequate,10 July 2024,138101,False
William Patten Primary School,/provider/21/130932,"Stoke Newington Church St, London, N16 0NX",Primary,Outstanding,21 November 2023,130932,False
Talmud Torah Machzikei Hadass School,/provider/27/100294,"1 Belz Terrace, Clapton Common, London, E5 9SN",Independent School,Inadequate,22 February 2023,100294,False
Halley House School,/provider/21/141750,"52-58 Arcola Street, Hackney, London, E8 2DJ",Primary,Good,25 September 2018,141750,False
Springfield Community Primary School,/provider/21/121792,"Castlewood Road, Hackney, London, N16 6DH",Primary,Outstanding,30 November 2023,121792,False
Wiznitz Cheder School,/provider/27/137809,"126b Stamford Hill, Hackney, London, N16 6QT",Independent School,Inadequate,15 May 2024,137809,False
Holmleigh Primary School,/provider/21/100257,"Dunsmure Road, London, N16 5PU",Primary,Outstanding,12 November 2020,100257,False
Princess May Primary School,/provider/21/100239,"Princess May Road, London, N16 8DF",Primary,Good,19 June 2023,100239,False
The Garden School,/provider/25/100311,"Wordsworth Road, London, N16 8BZ",Special School,Outstanding,25 May 2023,100311,False
Lubavitch Boys' Primary School,/provider/21/145730,"135 Clapton Common, Hackney, London, E5 9AE",Primary,Requires Improvement,21 September 2022,145730,False
Barn Croft Primary School,/provider/21/131057,"2 Brunel Road, Walthamstow, London, E17 8SB",Primary,Requires Improvement,28 June 2023,131057,False
St Saviour's Church of England Primary School,/provider/21/144239,"Verulam Avenue, 33, London, E17 8ER",Primary,Outstanding,06 November 2019,144239,True
Lubavitch Girls Primary School,/provider/21/145610,"107-115 Stamford Hill, London, N16 5RP",Primary,Good,13 February 2024,145610,True
Bobov Primary Boys School,/provider/27/100298,"87-90 Egerton Road, London, N16 6UE",Independent School,Inadequate,25 January 2023,100298,False
Beis Ruchel D'Satmar London,/provider/27/137505,"117 Stamford Hill, London, N16 5RS",Independent School,Inadequate,25 June 2024,137505,False
St Matthias Church of England Primary School,/provider/21/100267,"Wordsworth Road, London, N16 8DD",Primary,Good,31 July 2023,100267,True
Bnos Zion of Bobov,/provider/27/136015,"65-69 Ravensdale Road, London, N16 6TJ",Independent School,Requires Improvement,30 September 2022,136015,False
"St Mary's Church of England Primary School, Stoke Newington",/provider/21/100271,"Barn Street, Stoke Newington, London, N16 0JT",Primary,Good,16 June 2023,100271,True
Yesodey Hatorah Girls School,/provider/27/146748,"153 Stamford Hill, London, N16 5LG",Independent School,Good,29 November 2021,146748,False
Yesodey Hatorah School,/provider/27/100287,"2-4 Amhurst Park, Hackney, London, N16 5AE",Independent School,Requires Improvement,21 September 2022,100287,False
Grazebrook Primary School,/provider/21/100258,"Grazebrook Primary School, Lordship Road, Stoke Newington, London, N16 0QP",Primary,Outstanding,12 December 2023,100258,False
Beis Yaakov Girls School,/provider/27/136817,"11 Amhurst Park, London, London, N16 5DH",Independent School,Good,12 March 2020,136817,False
Grasmere Primary School,/provider/21/100252,"92 Albion Road, London, N16 9PD",Primary,Good,13 May 2022,100252,False
T T T Y Y School,/provider/27/100299,"14 Heathland Road, London, London, N16 5NH",Independent School,Inadequate,14 September 2023,100299,False
Betty Layward Primary School,/provider/21/131706,"Clissold Road, Hackney, London, N16 9EX",Primary,Good,27 November 2023,131706,False
St Ignatius RC Primary School,/provider/21/102144,"St Ann's Road, Tottenham, London, N15 6ND",Primary,Good,13 June 2019,102144,True
Side By Side School,/provider/27/133439,"Avigdor Mews, Lordship Road, London, London, N16 0QJ",Independent School,Good,01 October 2022,133439,False
Newington Green Primary School,/provider/21/131325,"Matthias Road, Newington Green, London, N16 8NP",Primary,Good,20 March 2023,131325,False
Sir Thomas Abney School,/provider/21/100251,"Fairholt Road, Stoke Newington, London, N16 5ED",Primary,Good,17 July 2019,100251,False
Beis Aharon School,/provider/27/131170,"83-95 Bethune Road, London, N16 5ED",Independent School,Requires Improvement,14 December 2023,131170,False
South Grove Primary School,/provider/21/103072,"Ringwood Road, London, E17 8PW",Primary,Outstanding,24 June 2024,103072,False
Crowland Primary School,/provider/21/102129,"Crowland Road, London, N15 6UX",Primary,Outstanding,01 September 2014,102129,False
Thomas Gamuel Primary School,/provider/21/140405,"Colchester Road, Walthamstow, London, E17 8LG",Primary,Good,28 January 2022,140405,False
Coppermill Primary School,/provider/21/103078,"Edward Road, Walthamstow, London, E17 6PB",Primary,Good,12 July 2024,103078,False
Vishnitz Girls School,/provider/27/138516,"49 Amhurst Park, N16 5DL",Independent School,Inadequate,22 September 2023,138516,False
Beis Rochel d'Satmar Girls' School,/provider/27/100293,"51-57 Amhurst Park, London, N16 5DL",Independent School,Requires Improvement,15 February 2023,100293,True
Bnois Jerusalem Girls School,/provider/27/100291,"71, 75-81 Amhurst Park, London, N16 5DL",Independent School,Requires Improvement,02 July 2024,100291,False
Beis Rochel d'Satmar School,/provider/27/147296,"180 Bethune Road, London, N16 5DS",Independent School,Requires Improvement,01 December 2022,147296,False
Talmud Torah London,/provider/27/142572,"69 Amhurst Park, London, London, N16 5AW",Independent School,Good,05 October 2023,142572,False
Edinburgh Primary School,/provider/21/103053,"Queen's Road, Walthamstow, London, E17 8QR",Primary,Good,02 May 2024,103053,False
Mission Grove Primary School,/provider/21/103077,"Buxton Road, Walthamstow, London, E17 7EJ",Primary,Good,02 October 2023,103077,False
St Patrick's Catholic Primary School,/provider/21/103088,"Longfield Avenue, London, E17 7DP",Primary,Good,28 July 2023,103088,True
Highbury Quadrant Primary School,/provider/21/100431,"Highbury New Park, Islington, London, N5 2DP",Primary,Requires Improvement,18 September 2023,100431,False
Vicarage Primary School,/provider/21/145366,"Vicarage Lane, East Ham, London, E6 6AD",Primary,Outstanding,02 August 2023,145366.0,False
St Michael's Catholic Primary School,/provider/21/150664,"Howard Road, East Ham, London, E6 6EE",Primary,,05 June 2024,150664.0,True
Eko Pathways,/provider/25/143275,"Flanders Road, London, E6 6FE",Special School,Good,16 December 2022,143275.0,False
Nelson Primary School,/provider/21/145364,"Napier Road, East Ham, London, E6 2SE",Primary,,21 September 2022,145364.0,False
Langdon Academy,/provider/28/140373,"Sussex Road, East Ham, London, E6 2PS",Other schools,Good,05 June 2019,140373.0,False
Brampton Primary School,/provider/21/102711,"Brampton Road, East Ham, London, E6 3LB",Primary,Outstanding,30 January 2024,102711.0,False
North Beckton Primary School,/provider/21/146915,"Harrier Way, Beckton, London, E6 5XG",Primary,Good,09 November 2023,146915.0,False
Roman Road Primary School,/provider/21/102740,"Roman Road, London, E6 3SQ",Primary,Good,27 September 2023,102740.0,False
Hartley Primary School,/provider/21/142708,"Hartley Avenue, East Ham, London, E6 1NT",Primary,Good,05 December 2022,142708.0,False
Central Park Primary School,/provider/21/130995,"Central Park Road, London, E6 3DW",Primary,Good,30 June 2023,130995.0,False
Altmore Infant School,/provider/21/102709,"Altmore Avenue, East Ham, London, E6 2BX",Primary,Good,09 October 2023,102709.0,False
Cleves Primary School,/provider/21/143882,"Arragon Road, East Ham, London, E6 1QP",Primary,,06 December 2021,143882.0,False
Ellen Wilkinson Primary School,/provider/21/102759,"Tollgate Road, Beckton, Ellen Wilkinson Primary School, London, E6 5UP",Primary,Good,05 May 2023,102759.0,False
New City Primary School,/provider/21/145367,"Tunmarsh Lane, Plaistow, London, E13 9NE",Primary,Outstanding,26 September 2022,145367.0,False
Lathom Junior School,/provider/21/102728,"Lathom Road, East Ham, London, E6 2DU",Primary,Good,15 December 2022,102728.0,False
Northstar New School,/provider/27/142334,"c/o Gascoigne Primary Annex, The Shaftesburys, Barking, IG11 7JA",Independent School,Outstanding,05 July 2024,142334.0,False
Gallions Primary School,/provider/21/145368,"Warwall, Beckton, London, E6 6WG",Primary,Outstanding,17 November 2023,145368.0,False
St Joseph's Catholic Primary School,/provider/21/147328,"The Broadway, Barking, Essex, IG11 7AR",Primary,,14 May 2024,147328.0,True
St Margarets CofE Primary School,/provider/21/144035,"15-19 North Street, Barking, Essex, IG11 8AS",Primary,,15 November 2019,144035.0,True
Gascoigne Primary School,/provider/21/131775,"Gascoigne Road, Barking, Essex, IG11 7DR",Primary,Good,21 September 2022,131775.0,False
Winsor Primary School,/provider/21/102751,"East Ham Manor Way, Beckton, London, E6 5NA",Primary,Good,27 April 2023,102751.0,False
Tollgate Primary School,/provider/21/143881,"Barclay Road, Plaistow, London, E13 8SA",Primary,Outstanding,03 February 2023,143881.0,False
Tunmarsh School,/provider/22/102708,"The Tunmarsh Centre, Tunmarsh Lane, Plaistow, London, E13 9NB",Pupil Referral Unit,Good,08 May 2024,102708.0,False
Kensington Primary School,/provider/21/144141,"Kensington Avenue, Manor Park, London, E12 6NN",Primary,,26 January 2022,144141.0,False
Calverton Primary School,/provider/21/102758,"King George Avenue, London, E16 3ET",Primary,Requires Improvement,09 February 2023,102758.0,False
Scott Wilkie Primary School,/provider/21/145365,"Hoskins Close, London, E16 3HD",Primary,Outstanding,15 August 2023,145365.0,False
Northbury Primary School,/provider/21/101196,"Northbury Close, Barking, Essex, IG11 8JA",Primary,Good,17 March 2022,101196.0,False
Kaizen Primary School,/provider/21/143277,"Elkington Road, London, E13 8LF",Primary,Outstanding,23 May 2024,143277.0,False
Essex Primary School,/provider/21/102763,"Sheridan Road, Manor Park, London, E12 6QX",Primary,Outstanding,09 May 2019,102763.0,False
Al Madina School for Girls,/provider/27/136746,"Victoria Road, 2 (Annex Building), Barking, Essex, IG11 8PY",Independent School,Good,13 March 2023,136746.0,False
Rosetta Primary School,/provider/21/145087,"Sophia Road, Custom House, London, E16 3PB",Primary,Outstanding,05 July 2023,145087.0,False
St Joachim's Catholic  Primary School,/provider/21/141927,"Shipman Road, Custom House, London, E16 3DT",Primary,Good,17 November 2021,141927.0,True
Monega Primary School,/provider/21/145235,"Monega Road, Manor Park, London, E12 6TT",Primary,Outstanding,14 March 2022,145235.0,False
Ripple Primary School,/provider/21/101198,"Suffolk Road, Barking, Essex, IG11 7QS",Primary,Good,13 March 2020,101198.0,False
Frobel Independent School,/provider/27/148244,"67-73 Longbridge Road, Barking, Essex, IG11 8TG",Independent School,Good,11 October 2022,148244.0,False
St Winefride's RC Primary School,/provider/21/148972,"Church Road, Manor Park, London, E12 6HB",Primary,Good,17 October 2023,148972.0,True
Drew Primary School,/provider/21/143883,"Wythes Road, Silvertown, London, E16 2DP",Primary,Good,15 March 2023,143883.0,False
Uphall Primary School,/provider/21/102819,"Uphall Road, Ilford, Essex, IG1 2JD",Primary,Requires Improvement,25 January 2024,102819.0,False
Salisbury Primary School,/provider/21/102742,"495 High Street North, Salisbury Primary School, Manor Park, E12 6TH",Primary,Good,11 March 2024,102742.0,False
Dersingham Primary School,/provider/21/102716,"Dersingham Avenue, Manor Park, London, Manor Park, Dersingham Avenue, London, E12 5QJ",Primary,Good,05 July 2019,102716.0,False
Avenue Primary School,/provider/21/102710,"Meanley Road, Manor Park, London, E12 6AR",Primary,Good,24 June 2024,102710.0,False
Sir John Heron Primary School,/provider/21/132789,"School Road, Manor Park, London, E12 5PY",Primary,Good,11 July 2022,132789.0,False
Eastbury Community School,/provider/28/101244,"Hulse Avenue, Barking, Essex, IG11 9UW",Other schools,Good,14 May 2024,101244.0,False
Woodlands Primary School,/provider/21/102834,"Loxford Lane, Ilford, Essex, IG1 2PY",Primary,Good,23 March 2022,102834.0,False
Sheringham Primary School,/provider/21/141296,"Sheringham Avenue, Manor Park, London, E12 5PB",Primary,Outstanding,11 March 2024,141296.0,False
Thames View Junior School,/provider/21/141651,"Samuel Ferguson Place, Bastable Avenue, Barking, Essex, IG11 0LG",Primary,Good,17 December 2021,141651.0,False
Thames View Infants,/provider/21/138684,"Bastable Avenue, Barking, Essex, IG11 0LG",Primary,Outstanding,19 July 2024,138684.0,False
Eastbury Primary School,/provider/21/142699,"Dawson Avenue, Barking, Essex, IG11 9QQ",Primary,Good,10 June 2024,142699.0,False
Riverside Bridge School,/provider/25/142134,"Renwick Road, Barking, Essex, IG11 0FU",Special School,Good,19 March 2020,142134.0,False
Riverside Primary School,/provider/21/142133,"Renwick Road, Barking, IG11 0FU",Primary,Good,21 November 2023,142133.0,False
Britannia Village Primary School,/provider/21/144527,"Westwood Road, West Silvertown, London, E16 2AW",Primary,Good,09 July 2024,144527.0,False
Loxford School,/provider/28/140475,"Loxford Lane, Ilford, Essex, IG1 2UT",Other schools,Outstanding,08 December 2023,140475.0,False
Cleveland Road Primary School,/provider/21/102798,"Cleveland Road, Ilford, Essex, IG1 1EW",Primary,Outstanding,21 December 2018,102798.0,False
Royal Wharf Primary School,/provider/21/143668,"1 John Harrison Square, Silvertown, London, E16 2ZA",Primary,Good,13 November 2023,143668.0,False
George Carey Church of England Primary School,/provider/21/136431,"The Rivergate Centre, Minter Road, Barking, IG11 0FJ",Primary,Good,27 April 2023,136431.0,True
Manor Junior School,/provider/21/101192,"Sandringham Road, Barking, Essex, IG11 9AG",Primary,Good,13 November 2023,101192.0,False
Discovery Primary School,/provider/21/131109,"Battery Road, Thamesmead, London, SE28 0JN",Primary,Good,13 December 2021,131109.0,False
Saint Mary Magdalene Church of England All Through School,/provider/28/100171,"Kingsman Street, London, SE18 5PW",Other schools,Good,13 December 2023,100171.0,True
Heronsgate Primary School,/provider/21/100158,"Whinchat Road, London, SE28 0EA",Primary,Outstanding,02 February 2023,100158.0,False
Cardwell Primary School,/provider/21/100155,"118 Frances Street, Woolwich, London, SE18 5LP",Primary,Outstanding,11 July 2014,100155.0,False
Gordon Primary School,/provider/21/102808,"Gordon Primary School, Golfe Road, Ilford, Essex, IG1 1SU",Primary,Good,22 March 2024,102808.0,False
Monteagle Primary School,/provider/21/130340,"Burnham Road, Dagenham, Essex, RM9 4RB",Primary,Good,16 July 2021,130340.0,False
Aldersbrook Primary School,/provider/21/102823,"Harpenden Road, Wanstead, London, Essex, E12 5HL",Primary,Outstanding,23 January 2015,102823.0,False
Highlands Primary School,/provider/21/131013,"Highlands Gardens, Ilford, Essex, IG1 3LE",Primary,Outstanding,27 March 2019,131013.0,False
Our Lady of Lourdes RC Primary School,/provider/21/147337,"Chestnut Drive, Wanstead, London, E11 2TA",Primary,,19 January 2024,147337.0,True
Apex Primary School,/provider/27/126620,"60-62 Argyle Road, Ilford, Essex, IG1 3BG",Independent School,Requires Improvement,06 January 2017,126620.0,True
Read Academy Education,/provider/27/139826,"34-38 Mansfield Road, Ilford, Essex, Ilford, Essex, IG1 3BD",Independent School,Good,02 October 2023,139826.0,False
Cranbrook Primary School,/provider/21/131625,"The Drive, Ilford, Essex, IG1 3PS",Primary,Good,07 July 2022,131625.0,False
Wanstead Church School,/provider/21/102841,"Church Path, Wanstead, London, E11 2SS",Primary,Good,27 June 2024,102841.0,True
Barclay Primary School,/provider/21/138690,"155 Canterbury Road, Leyton, London, E10 6EJ",Primary,Outstanding,18 November 2021,138690.0,False
Redbridge Primary School,/provider/21/127046,"College Gardens, Redbridge, Ilford, Essex, IG4 5HW",Primary,Good,08 July 2024,127046.0,False
Christchurch Primary School,/provider/21/131847,"Wellesley Road, Ilford, Essex, IG1 4LQ",Primary,Good,12 January 2023,131847.0,False
